compound_id	molecular_formula	compound_name
12920	C10H15N4O13P3	2'-Deoxyinosine triphosphate
1398	C10H15N4O13P3	dITP
1401	C10H15N4O14P3	dXTP
11937	C10H15N4O14P3	Inosine triphosphate
11958	C10H15N4O15P3	Xanthosine 5-triphosphate
3156	C10H15N4O9P	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide
4968	C10H15N5	Phenformin
31183	C10H15N5	Trapidil (JP15/INN)
1767	C10H15N5O	Dihydrozeatin
38413	C10H15N5O10P2	3'-Azido-3'-Deoxythymidine-5'-Diphosphate
2707	C10H15N5O10P2	"Adenosine 2',5'-bisphosphate"
601	C10H15N5O10P2	"Adenosine 3',5'-bisphosphate"
568	C10H15N5O10P2	ADP
809	C10H15N5O10P2	dGDP
588	C10H15N5O11P2	GDP
41912	C10H15N5O12P2V	"Adenosine-5'-Diphosphate-2',3'-Vanadate"
2556	C10H15N5O13P2S	2'-Phosphoadenylylsulfate
600	C10H15N5O13P2S	3'-Phosphoadenylyl sulfate
20380	C10H15N5O13P2S	phosphoadenosine-5'-phosphosulfate
17339	C10H15N5O13P2Se	3 phosphoadenylylselenate
36381	C10H15N5O3	9-(4-Hydroxy-3-(Hydroxymethyl)but-1-Yl)Guanine
34102	C10H15N5O3	Omaciclovir (USAN/INN)
4737	C10H15N5O3	Penciclovir
19235	C10H15N5O4	formycin A
4573	C10H15N5O5	Vidarabine
12482	C10H15N5O9P2	dADP
9640	C10H15N5O9P2S	Adenosine 5-O-(3-thiodiphophate)
1557	C10H15N6O6P	2-AminoAMP
4462	C10H15N6O6P	3'-Amino-3'-deoxy-AMP
2708	C10H15N6O6P	Adenosine 5'-phosphoramidate
2140	C10H15NO	(+)-Pseudoephedrine
38215	C10H15NO	2-Hydroxy-3-Amino-4-Phenyl Butane
38422	C10H15NO	3-[(1s)-1-(Dimethylamino)Ethyl]Phenol
35746	C10H15NO	4-Methoxyamphetamine
7831	C10H15NO	Anatoxin a
40512	C10H15NO	Edrophonium
1522	C10H15NO	Ephedrine
3877	C10H15NO	Hordenine
39069	C10H15NO	Pseudoephedrine (USP)
35671	C10H15NO2	Etilefrine (INN)
35234	C10H15NO2	Hexapropymate (INN)
36624	C10H15NO2S	N-Butyl-Benzenesulfonamide
3526	C10H15NO3	L-Metanephrine
5528	C10H15NO3	Tenuazonic acid
9377	C10H15NO4	Kainic acid
8730	C10H15NO4	N-(3-Oxohexanoyl)homoserine lactone
8088	C10H15NO7	Hymexazol  O-glucoside
8090	C10H15NO7	Hymexazol N-glucoside
10172	C10H15O3PS2	Fenthion
8636	C10H15O4P	Diethyl phenyl phosphate
17835	C10H16	(-)-2-carene
17837	C10H16	(-)-3-carene
8347	C10H16	(-)-beta-Phellandrene
3908	C10H16	(-)-Comphene
912	C10H16	(-)-Limonene
8339	C10H16	(+)-3-Carene
6873	C10H16	(+)-beta-Phellandrene
17836	C10H16	(+)-camphene
3907	C10H16	(+)-Comphene
3819	C10H16	(+)-Limonene
17838	C10H16	(E)-beta-ocimene
6871	C10H16	(R)-(-)-alpha-Phellandrene
8346	C10H16	(S)-(+)-alpha-Phellandrene
37772	C10H16	Adamantane
6876	C10H16	alpha-Pinene
6894	C10H16	alpha-Terpinene
17840	C10H16	alpha-thujene
6869	C10H16	beta-Ocimene
6878	C10H16	beta-Pinene
6836	C10H16	Car-3-ene
6896	C10H16	gamma-Terpinene
3800	C10H16	Myrcene
17841	C10H16	sabinene
3801	C10H16	Terpinolene
17845	C10H16	tricyclene
4697	C10H16Br2N2O2	Pipobroman
8106	C10H16N2O	Rilmenidine
811	C10H16N2O11P2	dTDP
38180	C10H16N2O11P2	"Thymidine-3',5'-Diphosphate"
37112	C10H16N2O2	"2-Amino-4-(4-Amino-Cyclohexa-2,5-Dienyl)-Butyric Acid"
9481	C10H16N2O2	Fasoracetam
36490	C10H16N2O2S	"(2s)-2-Amino-4-(Methylsulfanyl)-1-Pyridin-2-Ylbutane-1,1-Diol"
5046	C10H16N2O3	Butabarbital
35727	C10H16N2O3	Butethal
17398	C10H16N2O3	L-prolyl-L-proline
38489	C10H16N2O3S	"5-[(3aS,4R,6aR)-2-Oxohexahydro-1H-thieno[3,4-d]imidazol-4-yl]pentanoic acid"
650	C10H16N2O3S	Biotin
38604	C10H16N2O3S	THIO-ATPA
9630	C10H16N2O4	(S)-ATPA
13584	C10H16N2O4	Prolylhydroxyproline
19153	C10H16N2O4S	d-biotin d-sulfoxide
4432	C10H16N2O4S3	Dorzolamide
13041	C10H16N2O5S	Biotin sulfone
17379	C10H16N2O6	L-alpha-glutamyl-L-hydroxyproline
19239	C10H16N2O7	gamma-glutamyl-D-glutamate
1439	C10H16N2O7	Glu-Glu
762	C10H16N2O8	EDTA
32548	C10H16N2OS	Albutoin (USAN/INN)
2526	C10H16N3O7P	Deoxy-5-methylcytidylate
37490	C10H16N3O7P	"Phosphoric Acid Mono-[3-Amino-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester"
18172	C10H16N3O8P	2'-deoxy-5-hydroxymethylcytidine-5'-phosphate
2781	C10H16N3O8P	5-Hydroxymethyldeoxycytidylate
36577	C10H16N3O8P	5-Methylcytidine-5'-Monophosphate
2584	C10H16N4O17P4	Inosine 5'-tetraphosphate
13354	C10H16N4O3	Balenine
1356	C10H16N4O3	beta-Alanyl-N(pi)-methyl-L-histidine
12245	C10H16N4O3	Homocarnosine
2852	C10H16N4O3	N(alpha)-gamma-L-Glutamylhistamine
164	C10H16N4O4	2-(3-Carboxy-3-aminopropyl)-L-histidine
2992	C10H16N4O4	Peptide 2-(3-carboxy-3-aminopropyl)-L-histidine
5457	C10H16N4O7	Vicine
13025	C10H16N4O7S	S-Nitrosoglutathione
36721	C10H16N5O11P3	"2',3'-Dideoxyadenosine-5'-Triphosphate"
36474	C10H16N5O12P3	Cordycepin Triphosphate
658	C10H16N5O12P3	dATP
2963	C10H16N5O12P3S	Adenosine 5'-(gamma-thio)triphosphate
9639	C10H16N5O12P3S	Adenosine 5-O-(3-thiotriphophate)
36335	C10H16N5O12P3S	Adenosine-5'-Diphosphate Monothiophosphate
36835	C10H16N5O12P3S	Adenosine-5'-Rp-Alpha-Thio-Triphosphate
37266	C10H16N5O12P3S	Phosphothiophosphoric Acid-Adenylate Ester
3600	C10H16N5O13P2Se	3'-Phosphoadenylylselenate
18150	C10H16N5O13P3	2-hydroxydeoxyadenosine 5'-triphosphate
36842	C10H16N5O13P3	2'-Monophosphoadenosine-5'-Diphosphate
36463	C10H16N5O13P3	3'-Phosphate-Adenosine-5'-Diphosphate
563	C10H16N5O13P3	ATP
763	C10H16N5O13P3	dGTP
36477	C10H16N5O13P3S	5'-Guanosine-Diphosphate-Monothiophosphate
1646	C10H16N5O13P3S	GTP-gamma-S
18143	C10H16N5O14P3	8-hydroxydeoxyguanosine 5'-triphosphate
594	C10H16N5O14P3	GTP
38122	C10H16N5O14P3	Guanosine-3'-Monophosphate-5'-Diphosphate
36849	C10H16N5O7W	Adenosine Monotungstate
11277	C10H16N5O9P	2-Amino-5-formylamino-6-(5-phosphoribosylamino)pyrimidin-4(3H)-one
18730	C10H16N5O9P	2-amino-5-formylamino-6-hydroxy-4-(5 phosphoribosylamino)-pyrimidine
37038	C10H16N6O10P2	Aminophosphonic Acid-Guanylate Ester
36861	C10H16N6O3	"2-Amino-7-[2-(2-Hydroxy-1-Hydroxymethyl-Ethylamino)-Ethyl]-1,7-Dihydro-Purin-6-One"
38291	C10H16N6O9P2	3'-Deoxy 3'-Amino Adenosine-5'-Diphosphate
30430	C10H16N6S	Cimetidine (JP15/USP/INN)
34701	C10H16N8S2	Tiotidine (USAN/INN)
4149	C10H16NO3PS	Aminoparathion
1076	C10H16O	(-)-Camphor
1169	C10H16O	(-)-trans-Carveol
1266	C10H16O	(-)-trans-Isopiperitenol
1075	C10H16O	(+)-Camphor
8840	C10H16O	(+)-cis-Isopulegone
1866	C10H16O	(+)-cis-Sabinol
19793	C10H16O	(+)-cis-verbenol
19792	C10H16O	(+)-ipsdienol
6881	C10H16O	(+)-Piperitone
17843	C10H16O	(+)-pulegone
8363	C10H16O	(+)-trans-Carveol
8352	C10H16O	"(1R,4R)-Dihydrocarvone"
8366	C10H16O	"(1R,4S)-Iso-dihydrocarvone"
8355	C10H16O	"(1S,4R)-Iso-dihydrocarvone"
8369	C10H16O	"(1S,4S)-Dihydrocarvone"
8349	C10H16O	"(4R,6R)-cis-Carveol"
8362	C10H16O	"(4S,6S)-cis-Carveol"
2990	C10H16O	"(Z)-2-Methyl-5-isopropylhexa-2,5-dienal"
22452	C10H16O	"2,4-decadienal"
22453	C10H16O	"2,6-decadienal"
22454	C10H16O	"4,7-decadienal"
12938	C10H16O	Alpha-Pinene-oxide
6844	C10H16O	cis-Citral
34870	C10H16O	d-Camphor (JP15)
6855	C10H16O	Fenchone
1477	C10H16O	Geranial
17827	C10H16O	hotrienol
4627	C10H16O	"Limonene-1,2-epoxide"
8827	C10H16O	Myrtenol
12934	C10H16O	Perillyl alcohol
8830	C10H16O	Pinocarveol
6889	C10H16O	Pulegone
6902	C10H16O	Thujone
8831	C10H16O	"trans-2-Methyl-5-isopropylhexa-2,5-dienal"
37403	C10H16O14P2	5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate
2503	C10H16O2	(+)-exo-5-Hydroxycamphor
6783	C10H16O2	(+)-Iridodial
8826	C10H16O2	"(1S,4R)-1-Hydroxy-2-oxolimonene"
8357	C10H16O2	"(3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone"
8372	C10H16O2	"(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone"
8356	C10H16O2	"(4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone"
8368	C10H16O2	"(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone"
5507	C10H16O2	"(Z)-3,5-Hexadienyl butyrate"
1810	C10H16O2	"1,2-Campholide"
20927	C10H16O2	"2,3-decadienoic acid"
20928	C10H16O2	"2,5-decadienoic acid"
20855	C10H16O2	"2E,4E-decadienoic acid"
20858	C10H16O2	"2E,6E-decadienoic acid"
20857	C10H16O2	"2E,6Z-decadienoic acid"
20929	C10H16O2	"2E,7E-decadienoic acid"
20930	C10H16O2	"2E,7Z-decadienoic acid"
20853	C10H16O2	"2Z,4E-decadienoic acid"
20931	C10H16O2	"2Z,6E-decadienoic acid"
20856	C10H16O2	"2Z,6Z-decadienoic acid"
20932	C10H16O2	"3,4-decadienoic acid"
20933	C10H16O2	"3,5-decadienoic acid"
21154	C10H16O2	"3,7-dimethyl-2Z,6E-octadienoic acid"
21170	C10H16O2	3-decynoic acid
20934	C10H16O2	"3E,5Z-decadienoic acid"
20935	C10H16O2	"3Z,5E-decadienoic acid"
20936	C10H16O2	"4,8-decadienoic acid"
21171	C10H16O2	4-decynoic acid
20859	C10H16O2	"4E,6E-decadienoic acid"
20937	C10H16O2	"4E,9-decadienoic acid"
21172	C10H16O2	5-decynoic acid
20939	C10H16O2	"5E,8E-decadienoic acid"
20938	C10H16O2	"5E,9-decadienoic acid"
21173	C10H16O2	6-decynoic acid
20940	C10H16O2	"6E,8E-decadienoic acid"
1103	C10H16O2	6-Oxocineole
20941	C10H16O2	"7,9-decadienoic acid"
21174	C10H16O2	7-decynoic acid
21175	C10H16O2	8-decynoic acid
8557	C10H16O2	8-Epiiridodial
21176	C10H16O2	9-decynoic acid
20920	C10H16O2	Aleprestic acid
6834	C10H16O2	Ascaridole
6839	C10H16O2	Chrysanthemic acid
20852	C10H16O2	"cis, cis-stillingic acid"
8833	C10H16O2	"cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
6851	C10H16O2	Diosphenol
11853	C10H16O2	Geranic acid
18005	C10H16O2	hydroxy-beta-cyclocitral
3797	C10H16O2	Iridodial
6784	C10H16O2	Iridomyrmecin
5516	C10H16O2	Lilac aldehyde
19789	C10H16O2	nerolate
5563	C10H16O2	Tiglyl tiglate
20854	C10H16O2	"trans, cis-stillingic acid"
8832	C10H16O2	"trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
40629	C10H16O3	(3R)-3-Isopropenyl-6-oxoheptanoate
40632	C10H16O3	(3S)-3-Isopropenyl-6-oxoheptanoate
3147	C10H16O3	"1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one"
2702	C10H16O3	"5-exo-Hydroxy-1,2-campholide"
21780	C10H16O3	5-oxo-7E-decenoic acid
21778	C10H16O3	9-oxo-2E-decenoic acid
21779	C10H16O3	9-oxo-2Z-decenoic acid
21775	C10H16O4	"3,6-dioxo-decanoic acid"
21971	C10H16O4	4E-Decenedioic acid
21972	C10H16O4	4Z-Decenedioic acid
21776	C10H16O4	"6,9-dioxo-decanoic acid"
12167	C10H16O4	Decenedioic acid
36770	C10H16O5	4-Oxosebacic Acid
36328	C10H16O8	"Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside"
37207	C10H16S	Thiocamphor
4326	C10H17N	Amantadine
866	C10H17N2O14P3	dTTP
2870	C10H17N3O10P2	5-Methyldeoxycytidine diphosphate
8027	C10H17N3O11P2	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate
37573	C10H17N3O2S	2-Iminobiotin
1694	C10H17N3O2S	Biotin amide
33969	C10H17N3O4S	Modaline sulfate (USAN)
35509	C10H17N3O5	Choline orotate
3725	C10H17N3O5	Linatine
13352	C10H17N3O6	Norophthalmic acid
598	C10H17N3O6S	Glutathione
293	C10H17N3O6S	Reduced glutathione
19244	C10H17N3O6S2	glutathione persulfide
38525	C10H17N3O8S	Glutathione sulfinate
37320	C10H17N3O9S	Glutathione Sulfonic Acid
40906	C10H17N3O9S2	glutathione-sulfite
34280	C10H17N3S	Pramipexole (USAN/INN)
2521	C10H17N5O16P4	Adenosine tetraphosphate
1338	C10H17N5O17P4	"Guanosine 3',5'-bis(diphosphate)"
38315	C10H17N6O12P3	Phosphoaminophosphonic Acid-Adenylate Ester
36644	C10H17N6O13P3	Phosphoaminophosphonic Acid Guanylate Ester
9652	C10H17N7O4	Saxitoxin
38082	C10H17NO	N-Cyclopentyl-N-Cyclobutylformamide
9279	C10H17NO2	Acetyltropine
31119	C10H17NO2	Methyprylon (JAN/INN)
9275	C10H17NO3	Ecgonine methyl ester
7406	C10H17NO3	Tussilagine
21853	C10H17NO4	"2-amino-8-oxo-9,10-epoxy-decanoic acid"
8911	C10H17NO4	"2-Amino-9,10-epoxy-8-oxodecanoic acid"
35281	C10H17NO4S2	Letosteine (INN)
12233	C10H17NO5	Isovalerylglutamic acid
12344	C10H17NO5	Suberylglycine
31242	C10H17NO5S	Etamsylate (JAN/INN)
1533	C10H17NO6	Linamarin
12615	C10H17NO6	Malonylcarnitine
37841	C10H17NO7	"3-Hydroxy-4-(3,4,5-Trihydroxy-Tetrahydro-Pyran-2-Yloxy)-Piperidin-2-One"
17778	C10H17NO9S2	2-propenyl-glucosinolate
40569	C10H17NO9S2	Sinigrin
35491	C10H17NOS	Cevimeline (INN)
4935	C10H18ClN3O2	Methyl-CCNU
34469	C10H18ClN3O2	Semustine (USAN/INN)
31683	C10H18ClN3O7	Ranimustine (JAN/INN)
37588	C10H18FNO8	Modified Ribosylated Glutamyl Ester
12928	C10H18N2O3	Dethiobiotin
19618	C10H18N2O3S	9-mercaptodethiobiotin
17384	C10H18N2O5	L-beta-aspartyl-L-leucine
17390	C10H18N2O5	L-gamma-glutamyl-L-valine
1572	C10H18N2O6	D-Ornaline
2484	C10H18N2O8	N-Glycosyl-L-asparagine
37553	C10H18N2O8P2	{1-[(3-Hydroxy-Methyl-5-Phosphonooxy-Methyl-Pyridin-4-Ylmethyl)-Amino]-Ethyl}-Phosphonic Acid
36389	C10H18N2Se	2-Amino-4-Butyl-5-Propylselenazole
18133	C10H18N3O13P3	5-methyl-dCTP
8028	C10H18N3O14P3	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate
18887	C10H18N4O5	ala-gly-ala-gly
2433	C10H18N4O5	N2-Succinyl-L-arginine
17711	C10H18N4O5S	glutathione amide
17713	C10H18N4O5S2	glutathione amide perthiol
11919	C10H18N4O6	Argininosuccinic acid
154	C10H18N4O6	N(omega)-(L-Arginino)succinate
8699	C10H18N4S	4-Methylburimamide
3712	C10H18N5O15P3	Formamidopyrimidine nucleoside triphosphate
37122	C10H18N5O19P5	Adenosine-5'-Pentaphosphate
3022	C10H18N5O20P5	Guanosine 3'-diphosphate 5'-triphosphate
8348	C10H18O	(-)-alpha-Terpineol
1625	C10H18O	(-)-Borneol
1936	C10H18O	(-)-endo-Fenchol
8343	C10H18O	(-)-Linalool
1098	C10H18O	(-)-Menthone
1624	C10H18O	(+)-Borneol
8841	C10H18O	(+)-Isomenthone
8344	C10H18O	(+)-Linalool
8345	C10H18O	(+)-Menthone
2284	C10H18O	(+)-trans-Piperitenol
1999	C10H18O	(+)-trans-Pulegol
8350	C10H18O	"(1R,2R,4R)-Dihydrocarveol"
8365	C10H18O	"(1R,2R,4S)-Iso-dihydrocarveol"
8351	C10H18O	"(1R,2S,4R)-Neo-dihydrocarveol"
8364	C10H18O	"(1R,2S,4S)- Neoiso-dihydrocarveol"
8354	C10H18O	"(1S,2R,4R)-Neoiso-dihydrocarveol"
8370	C10H18O	"(1S,2R,4S)-Neo-dihydrocarveol"
8353	C10H18O	"(1S,2S,4R)-Iso-dihydrocarveol"
8367	C10H18O	"(1S,2S,4S)-Dihydrocarveol"
6898	C10H18O	(R)-(+)-alpha-Terpineol
6845	C10H18O	(R)-(+)-Citronellal
8341	C10H18O	(S)-(-)-Citronellal
6841	C10H18O	"1,8-Cineole"
22448	C10H18O	2-decenal
2772	C10H18O	"3,7-Dimethylocta-1,6-dien-3-ol"
22449	C10H18O	3-decenal
22450	C10H18O	5-decenal
22451	C10H18O	6-decenal
1428	C10H18O	Borneol
18193	C10H18O	citronellal
1478	C10H18O	Geraniol
6867	C10H18O	Nerol
6788	C10H18O2	(+)-Neomatatabiol
2988	C10H18O2	"(E)-3,7-Dimethylocta-1,6-diene-3,8-diol"
17826	C10H18O2	10-hydroxygeraniol
20651	C10H18O2	"2,7-dimethyl-6-octenoic acid"
20629	C10H18O2	"3,7-dimethyl-2-octenoic acid"
20800	C10H18O2	3-decylenic acid
20650	C10H18O2	3-methyl-2-nonenoic acid
20926	C10H18O2	3Z-decenoic acid
2322	C10H18O2	6-endo-Hydroxycineole
20802	C10H18O2	Caproleic acid
13187	C10H18O2	cis-4-Decenoic acid
11854	C10H18O2	Citronellate
20801	C10H18O2	Isodecenoic acid
4632	C10H18O2	"Limonene-1,2-diol"
13186	C10H18O2	trans-4-Decenoic acid
17328	C10H18O2	trans-Dec-2-enoic acid
36003	C10H18O21S4	Pentosan Polysulfate
37248	C10H18O3	"(2s,4s)-Alpha-Campholinic Acid"
40628	C10H18O3	(3R)-6-Hydroxy-3-isopropenyl-heptanoate
40631	C10H18O3	(3S)-6-Hydroxy-3-isopropenyl-heptanoate
40630	C10H18O3	(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
40633	C10H18O3	(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
22342	C10H18O3	"1,3S-dihydroxy-8E-decen-5-one"
21557	C10H18O3	10-hydroxy-2E-decenoic acid
21559	C10H18O3	10-hydroxy-2Z-decenoic acid
21560	C10H18O3	10-hydroxy-8E-decenoic acid
1869	C10H18O3	10-Oxodecanoate
9793	C10H18O3	2-Oxodecanoic acid
17326	C10H18O3	3-Oxodecanoic acid
21732	C10H18O3	4-oxo capric acid
21733	C10H18O3	5-oxo capric acid
21734	C10H18O3	6-oxo capric acid
21777	C10H18O3	7-oxo-decanoic acid
21735	C10H18O3	8-oxo capric acid
21558	C10H18O3	9-hydroxy-2E-decenoic acid
21736	C10H18O3	9-oxo capric acid
21632	C10H18O3	9R-hydroxy-2E-decenoic acid
21633	C10H18O3	9S-hydroxy-2E-decenoic acid
35019	C10H18O3	Cyclobutyrol (INN)
10317	C10H18O4	Diethyl adipate
5305	C10H18O4	Sebacic acid
12057	C10H18O5	2-Hydroxydecanedioic acid
11997	C10H18O5	3-Hydroxysebacic acid
37055	C10H18O7	"3,4-Epoxybutyl-Alpha-D-Glucopyranoside"
37946	C10H18O9	"Ara-Alpha(1,3)-Xyl"
1553	C10H18O9	Xylobiose
21869	C10H19BrO2	10-bromo-decanoic acid
21870	C10H19BrO2	2-bromo-decanoic acid
21871	C10H19BrO2	9-bromo-decanoic acid
4470	C10H19N3O2	Guanadrel
13190	C10H19N3O5	Alpha-Aspartyl-lysine
13189	C10H19N3O5	Aspartylysine
12690	C10H19N3O5	Gamma glutamyl ornithine
35519	C10H19N3O8	Citrulline malate
9938	C10H19N5O	Prometon
36717	C10H19N5O10W2	Adenosine-5'-Ditungstate
7763	C10H19NO	Lupinine
7158	C10H19NO	Nitramine
17787	C10H19NO10S2	3-hydroxypropyl-glucosinolate
13636	C10H19NO2S2	S-Acetyldihydrolipoamide
12287	C10H19NO3	Capryloylglycine
39904	C10H19NO4	Levocarnitine propionate (USAN)
2275	C10H19NO4	O-Propanoylcarnitine
40561	C10H19NO9S2	Glucoputranjivin
1222	C10H19O4P	Polyprenyl phosphate
4803	C10H19O6PS2	Malathion
4804	C10H19O7PS	Malaoxon
37459	C10H20CuN4	Cu-Cyclam
37359	C10H20N2	4-Piperidino-Piperidine
19210	C10H20N2O2	dimethylsuberimidate
41293	C10H20N2O2	spermine dialdehyde
32499	C10H20N2O2	Valrocemide (USAN/INN)
37227	C10H20N2O4	3-(2-Aminoethyl)-4-(Aminomethyl)Heptanedioic Acid
37769	C10H20N2O4	7-(Carboxyamino)-8-Amino-Nonanoic Acid
31726	C10H20N2O4	Mebutamate (JAN/USAN)
32026	C10H20N2O4	Piperazine adipate (JP15)
29566	C10H20N2O4	spermic acid 2
31531	C10H20N2O6S2	Betahistine mesilate (JP15)
1577	C10H20N2S4	Disulfiram
38425	C10H20NO9P	"4-Acetamido-2,4-Didexoy-D-Glycero-Beta-D-Galacto-Octopyranosylphosphonic Acid"
8342	C10H20O	(-)-Citronellol
831	C10H20O	(-)-Menthol
934	C10H20O	(+)-Neomenthol
36777	C10H20O	"2,6-Dimethyl-7-Octen-2-Ol"
22365	C10H20O	5-decen-1-ol
22366	C10H20O	7E-decen-1-ol
22355	C10H20O	7-methyl-6E-nonen-3-ol
6846	C10H20O	beta-Citronellol
17829	C10H20O	citronellol
9158	C10H20O	Decanal
30287	C10H20O	l-Menthol (JP15)
20615	C10H20O2	2-methyl nonaoic acid
20676	C10H20O2	3-methyl-nonanoic acid
20757	C10H20O2	7-methyl-nonanoic acid
20758	C10H20O2	8-methyl-nonanoic acid
195	C10H20O2	Decanoate (n-C10:0)
9145	C10H20O2	Ethyl octanoate
9143	C10H20O2	Isoamyl isovalerate
36314	C10H20O2	Methyl Nonanoate (Ester)
2208	C10H20O2	"p-Menthane-3,8-diol"
40141	C10H20O2	Terpin (USP)
2143	C10H20O3	10-Hydroxydecanoic acid
21457	C10H20O3	2-hydroxy capric acid
12671	C10H20O3	3-Hydroxycapric acid
21458	C10H20O3	4-hydroxy capric acid
21459	C10H20O3	5-hydroxy capric acid
21554	C10H20O3	6-hydroxy-decanoic acid
21555	C10H20O3	7-hydroxy-decanoic acid
21556	C10H20O3	9-hydroxy-decanoic acid
38526	C10H20O6P2S	"S-[(2E)-3,7-Dimethylocta-2,6-dienyl] trihydrogenthiodiphosphate"
2371	C10H20O7P2	(+)-Bornyl-diphosphate
290	C10H20O7P2	Geranyl diphosphate
3367	C10H20O7P2	Linalyl diphosphate
2045	C10H20O7P2	Neryl diphosphate
34327	C10H21N	Propylhexedrine (USP/INN)
5120	C10H21N3O	Diethylcarbamazine
12549	C10H21N3O3	Gamma-Aminobutyryl-lysine
33639	C10H21N3O8	L-Glutamic acid - L-alanine - glycine mixt
35426	C10H21N5O6	Arginine aspartate
80002	C10H21NO	decanamide
21904	C10H21NO2	10-amino-decanoic acid
21905	C10H21NO2	2-amino-decanoic acid
21913	C10H21NO2	3S-aminodecanoic acid
21914	C10H21NO2	9-amino-decanoic acid
9397	C10H21NO2	n-Decanohydroxamic acid
33948	C10H21NO4	Miglustat (USAN/INN)
31598	C10H21NO7	Voglibose (JP15/USAN/INN)
34457	C10H22Cl2N2O4Pt	Satraplatin (USAN/INN)
36875	C10H22N2O2	"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol"
4471	C10H22N4	Guanethidine
19339	C10H22N4	N-prenylagmatine
38762	C10H22N4O2S2	beta alethine
36447	C10H22N8O4	"L-N(Omega)-Nitroarginine-2,4-L-Diaminobutyric Amide"
26392	C10H22NO7P	PC(0:0/2:0)
26358	C10H22NO7P	PC(2:0/0:0)
1556	C10H22O	1-Decanol
34988	C10H22O14S4	Mannosulfan (INN)
36882	C10H22O2S	N-Octyl-2-Hydroxyethyl Sulfoxide
12336	C10H22O4Si2	Threonolactone
34586	C10H23BN2O6S	Talabostat mesylate (USAN)
41292	C10H23N3O	spermine monoaldehyde
17368	C10H23N3O2	Deoxyhypusine
17359	C10H23N3O3	Hypusine
4443	C10H24N2O2	Ethambutol
33610	C10H24N4O4S	Guanethidine sulfate (JP15)
452	C10H26N4	Spermine
2175	C10H2Cl10O	Chlordecone alcohol
8114	C10H4Br3ClN2O	"2,4,5-Tribromo-1-(4-chlorobenzoyl)imidazole"
36527	C10H5Cl2NO3	"Dcka, 5,7-Dichlorokynurenic Acid"
9937	C10H5Cl7	Heptachlor
10079	C10H5Cl7O	Heptachlor epoxide
2658	C10H5ClO2	"2-Chloro-1,4-naphthoquinone"
9302	C10H6Cl2N2O2	Pyrrolnitrin
33817	C10H6Cl3N3	Loreclezole (USAN/INN)
10492	C10H6Cl4O4	Dacthal
10449	C10H6Cl6O	1-Hydroxychlordene
9928	C10H6Cl8	Chlordane
34081	C10H6F7N3O3	Nifluridide (USAN)
2683	C10H6N2O2S2	Oxidized Photinus luciferin
11581	C10H6N2O6	Blue pigment
10266	C10H6N2OS2	Chinomethionat
22458	C10H6O	"2-decene-4,6,8-triyn-1-al"
13429	C10H6O	Naphthalene epoxide
10531	C10H6O2	"1,2-Naphthoquinone"
2067	C10H6O2	"1,4-Naphthoquinone"
38556	C10H6O3	"2-Hydroxy-1,4-naphthoquinone"
2701	C10H6O3	"5-Hydroxy-1,4-naphthoquinone"
7363	C10H6O3	Lawsone
2838	C10H6O4	"3,5-Dihydroxy-1,4-naphthoquinone"
35511	C10H6O4	Chromocarb (INN)
1715	C10H6O4	Naphthazarin
36959	C10H6O5	"2,5,7-Trihydroxynaphthoquinone"
37129	C10H6O8	Pyromellitic Acid
38539	C10H7Br4N3	"N1,N2-Ethylene-2-methylamino-4,5,6,7-tetrabromo-benzimidazole"
10104	C10H7BrO	6-Bromo-2-naphthol
34699	C10H7Cl2IS	Tiodonium chloride (USAN/INN)
35333	C10H7Cl2N3O	Anagrelide (INN/BAN)
35113	C10H7Cl2NO	Chlorquinaldol (INN)
7976	C10H7Cl2NO2	"N-(3,5-Dichlorophenyl)succinimide"
37986	C10H7ClN2O3S	"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol"
35051	C10H7F3O4	Triflusal (INN)
37139	C10H7N2O4P	RU79072
30496	C10H7N3S	Tiabendazole (JAN/INN)
10536	C10H7NO	1-Nitrosonaphthalene
9820	C10H7NO2	1-Nitronaphthalene
3928	C10H7NO2	2-Quinolinecarboxylic acid
3991	C10H7NO2	4-Quinolinecarboxylic acid
18785	C10H7NO2	indole-3-glyoxal
